voucher_number,voucher_date,branch_code,supplier,status,amount
P000001,2025-05-31,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7111.02
P000001,2025-06-05,CGN,KREEM FOODS (P) LTD,FINAL,0.00
P000002,2025-06-05,CGN,KREEM FOODS (P) LTD,FINAL,0.00
P000003,2025-06-06,CGN,VALIYAVEEDANS-AGENCIES,FINAL,0.00
P000004,2025-06-06,CGN,VALIYAVEEDANS-AGENCIES,FINAL,0.00
P000005,2025-06-06,CGN,VALIYAVEEDANS-AGENCIES,FINAL,0.00
P000007,2025-06-07,CGN,MIKKU--DISTRIBUTIONS,FINAL,0.00
P000008,2025-06-07,CGN,TRAVANCORE-MARKETING-SYNDICATE,FINAL,0.00
P000009,2025-06-07,CGN,KREEM FOODS (P) LTD,FINAL,0.00
P000010,2025-06-07,CGN,VALIYAVEEDANS-AGENCIES,FINAL,0.00
P000011,2025-06-07,CGN,SACHINA-AGENCIES,FINAL,0.00
P000012,2025-06-07,CGN,JP-TRADING-COMPANY,FINAL,0.00
P000013,2025-06-09,CGN,PUNARTHAM AGENIES 9995692927,FINAL,0.00
P000014,2025-06-09,CGN,MOOLAYIL TRADE LINKS,FINAL,0.00
P000015,2025-06-10,CGN,V VENTURES 9074682810,FINAL,0.00
P000016,2025-06-10,CGN,V VENTURES 9074682810,FINAL,0.00
P000017,2025-06-10,CGN,CHITRA-AGENCIES,FINAL,0.00
P000018,2025-06-10,CGN,CHITRA-AGENCIES,FINAL,0.00
P000019,2025-06-10,CGN,VALIYAVEEDANS-AGENCIES,FINAL,0.00
P000020,2025-06-11,CGN,RAMD-ENTERPRISES,FINAL,0.00
P000021,2025-06-11,CGN,REEMS SODA PRODUCTS 9947520504,FINAL,0.00
P000022,2025-06-11,CGN,SNEHA-ENTERPRISES,FINAL,0.00
P000023,2025-06-11,CGN,SNEHA-ENTERPRISES,FINAL,0.00
P000024,2025-06-11,CGN,COMMERCIAL-COMBINES,FINAL,0.00
P000025,2025-06-11,CGN,VALIYAVEEDANS-AGENCIES,FINAL,0.00
P000026,2025-06-12,CGN,A.K.M ENTERPRISES 9249773639,FINAL,0.00
P000027,2025-06-12,CGN,SREE-SIVA-AGENCIES,FINAL,0.00
P000003,2025-06-13,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,314.00
P000004,2025-06-13,ACCOUNTS,MURALYA-DAIRY,FINAL,488.00
P000005,2025-06-13,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,750.00
P000006,2025-06-13,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,600.00
P000007,2025-06-13,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,523.45
P000008,2025-06-13,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1695.00
P000010,2025-06-13,ACCOUNTS,MURALYA-DAIRY,FINAL,823.00
P000011,2025-06-13,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,418.00
P000012,2025-06-13,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1177.00
P000013,2025-06-13,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,745.00
P000014,2025-06-13,ACCOUNTS,MURALYA-DAIRY,FINAL,630.00
P000015,2025-06-13,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,515.00
P000016,2025-06-13,ACCOUNTS,MURALYA-DAIRY,FINAL,314.90
P000017,2025-06-13,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1601.00
P000018,2025-06-13,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,2205.00
P000019,2025-06-13,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,2120.00
P000020,2025-06-13,ACCOUNTS,MURALYA-DAIRY,FINAL,1747.30
P000021,2025-06-13,ACCOUNTS,A.ABDUL-SALAM,FINAL,2156.00
P000022,2025-06-13,ACCOUNTS,M.H TRADERS 9895683835,FINAL,26378.00
P000023,2025-06-13,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,872.00
P000024,2025-06-13,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,9958.00
P000025,2025-06-13,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7755.10
P000026,2025-06-13,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,8968.06
P000027,2025-06-13,ACCOUNTS,GLORY-PACKAGE,FINAL,54821.74
P000028,2025-06-13,ACCOUNTS,A.S.K-ENTERPRISES,FINAL,13439.80
P000029,2025-06-13,ACCOUNTS,USHAS-ENTERPRISES,FINAL,17088.30
P000028,2025-06-14,CGN,VARIETY FASHION 9995304220,FINAL,11467.20
P000030,2025-06-14,ACCOUNTS,FRESH-FOOD,FINAL,7650.00
P000031,2025-06-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,180.00
P000032,2025-06-14,ACCOUNTS,MURALYA-DAIRY,FINAL,488.00
P000033,2025-06-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,361.00
P000034,2025-06-14,ACCOUNTS,MURALYA-DAIRY,FINAL,152.00
P000035,2025-06-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,796.00
P000036,2025-06-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1374.00
P000037,2025-06-14,ACCOUNTS,MURALYA-DAIRY,FINAL,823.00
P000038,2025-06-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,754.00
P000039,2025-06-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,915.00
P000029,2025-06-14,CGN,KREEM FOODS (P) LTD,FINAL,2059.16
P000030,2025-06-14,CGN,KREEM FOODS (P) LTD,FINAL,4525.20
P000040,2025-06-14,ACCOUNTS,MURALYA-DAIRY,FINAL,375.20
P000031,2025-06-14,CGN,KREEM FOODS (P) LTD,FINAL,3902.44
P000041,2025-06-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,320.00
P000042,2025-06-14,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P000043,2025-06-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1175.00
P000044,2025-06-14,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,3600.00
P000032,2025-06-14,CGN,NOUVEAU TRADERS 9895805056,FINAL,2736.00
P000045,2025-06-14,ACCOUNTS,MURALYA-DAIRY,FINAL,2376.80
P000033,2025-06-14,CGN,KREEM FOODS (P) LTD,FINAL,9694.73
P000046,2025-06-14,ACCOUNTS,M.H TRADERS 9895683835,FINAL,22499.00
P000047,2025-06-14,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,7683.99
P000048,2025-06-14,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,2497.00
P000034,2025-06-14,CGN,SACHINA-AGENCIES,FINAL,12043.06
P000035,2025-06-14,CGN,PUNARTHAM AGENIES 9995692927,FINAL,20859.28
P000049,2025-06-14,ACCOUNTS,KRISHNA COCONUT DEALER 9447989851,FINAL,7000.00
P000050,2025-06-14,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7613.19
P000036,2025-06-18,CGN,RAHIM-ENTERPRISES,FINAL,23606.35
P000037,2025-06-18,CGN,RAHIM-ENTERPRISES,FINAL,19004.59
P000038,2025-06-18,CGN,COMMERCIAL-COMBINES,FINAL,37742.37
P000039,2025-06-18,CGN,SNEHA-ENTERPRISES,FINAL,35245.18
P000040,2025-06-20,CGN,USHAS-ENTERPRISES,FINAL,10787.14
P000041,2025-06-20,CGN,V VENTURES 9074682810,FINAL,23292.00
P000042,2025-06-20,CGN,V VENTURES 9074682810,FINAL,21576.00
P000044,2025-06-20,CGN,VOLUME-SALES,FINAL,34192.16
P000045,2025-06-20,CGN,MIKKU--DISTRIBUTIONS,FINAL,8324.80
P000046,2025-06-20,CGN,NUT RICH ENTERPRISES 7356328615,FINAL,49560.00
P000047,2025-06-20,CGN,VALIYAVEEDANS-AGENCIES,FINAL,12008.58
P000051,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,506.00
P000052,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,348.00
P000053,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,586.00
P000054,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,730.00
P000055,2025-06-21,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,640.00
P000056,2025-06-21,ACCOUNTS,MURALYA-DAIRY,FINAL,823.00
P000057,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,220.00
P000058,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,310.00
P000059,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1360.00
P000060,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,378.00
P000061,2025-06-21,ACCOUNTS,MURALYA-DAIRY,FINAL,314.89
P000062,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,700.00
P000063,2025-06-21,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,2120.00
P000064,2025-06-21,ACCOUNTS,MURALYA-DAIRY,FINAL,2072.33
P000065,2025-06-21,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,6358.00
P000066,2025-06-21,ACCOUNTS,M.H TRADERS 9895683835,FINAL,21837.00
P000067,2025-06-21,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,11523.00
P000069,2025-06-21,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,78000.00
P000071,2025-06-21,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,6426.57
P000072,2025-06-21,ACCOUNTS,MURALYA-DAIRY,FINAL,487.67
P000073,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,390.27
P000074,2025-06-21,ACCOUNTS,MURALYA-DAIRY,FINAL,152.00
P000075,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1427.00
P000076,2025-06-21,ACCOUNTS,MURALYA-DAIRY,FINAL,822.00
P000077,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,345.00
P000078,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1330.97
P000079,2025-06-21,ACCOUNTS,MURALYA-DAIRY,FINAL,253.33
P000080,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,945.00
P000081,2025-06-21,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,2473.33
P000082,2025-06-21,ACCOUNTS,MURALYA-DAIRY,FINAL,1659.00
P000083,2025-06-21,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,4548.99
P000084,2025-06-21,ACCOUNTS,M.H.-EGG-MERCHANT,FINAL,23390.00
P000085,2025-06-21,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,10380.00
P000086,2025-06-21,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,10387.00
P000087,2025-06-21,ACCOUNTS,A.ABDUL-SALAM,FINAL,11055.00
P000088,2025-06-21,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7740.62
P000089,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,416.00
P000090,2025-06-21,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,667.00
P000091,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1023.00
P000092,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1260.00
P000093,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,522.00
P000094,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,470.00
P000095,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,468.25
P000048,2025-06-21,CGN,VALIYAVEEDANS-AGENCIES,FINAL,23809.09
P000096,2025-06-21,ACCOUNTS,MURALYA-DAIRY,FINAL,253.33
P000097,2025-06-21,ACCOUNTS,MURALYA-DAIRY,FINAL,314.33
P000098,2025-06-21,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1275.00
P000099,2025-06-21,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,1800.00
P000100,2025-06-21,ACCOUNTS,MURALYA-DAIRY,FINAL,2500.66
P000049,2025-06-21,CGN,KREEM FOODS (P) LTD,FINAL,6630.00
P000101,2025-06-21,ACCOUNTS,UNNI-KAPPA-DEALER,FINAL,5199.99
P000050,2025-06-21,CGN,KREEM FOODS (P) LTD,FINAL,3090.00
P000102,2025-06-21,ACCOUNTS,M.H TRADERS 9895683835,FINAL,22536.00
P000103,2025-06-21,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,89008.00
P000051,2025-06-21,CGN,ZAM-ZAM-TRADE-LINK,FINAL,6606.00
P000104,2025-06-23,ACCOUNTS,MURALYA-DAIRY,FINAL,487.00
P000105,2025-06-23,ACCOUNTS,MURALYA-DAIRY,FINAL,152.00
P000106,2025-06-23,ACCOUNTS,MURALYA-DAIRY,FINAL,1189.00
P000107,2025-06-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,404.00
P000108,2025-06-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,425.00
P000109,2025-06-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,744.00
P000052,2025-06-23,CGN,A.K.M ENTERPRISES 9249773639,FINAL,18443.50
P000110,2025-06-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,451.65
P000113,2025-06-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1300.00
P000114,2025-06-23,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,2880.00
P000115,2025-06-23,ACCOUNTS,MURALYA-DAIRY,FINAL,2372.06
P000116,2025-06-23,ACCOUNTS,M.H.-EGG-MERCHANT,FINAL,26232.50
P000117,2025-06-23,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,1359.00
P000118,2025-06-23,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,9727.99
P000119,2025-06-23,ACCOUNTS,KRISHNA COCONUT DEALER 9447989851,FINAL,10500.00
P000120,2025-06-23,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,2040.00
P000121,2025-06-23,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,6859.00
P000122,2025-06-23,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,6961.10
P000123,2025-06-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,516.00
P000124,2025-06-23,ACCOUNTS,NALLA-FOODS,FINAL,31752.00
P000125,2025-06-23,ACCOUNTS,VALIYAVEEDANS-AGENCIES,FINAL,34788.79
P000126,2025-06-23,ACCOUNTS,PAPERLOOM INDUSTRIES 9746914235,FINAL,5746.01
P000127,2025-06-23,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7666.08
P000053,2025-06-24,CGN,CHITRA-AGENCIES,FINAL,26922.83
P000128,2025-06-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1522.00
P000129,2025-06-25,ACCOUNTS,MURALYA-DAIRY,FINAL,823.00
P000130,2025-06-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,342.00
P000131,2025-06-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,505.00
P000132,2025-06-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,576.00
P000133,2025-06-25,ACCOUNTS,MURALYA-DAIRY,FINAL,376.00
P000134,2025-06-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,365.00
P000135,2025-06-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,465.00
P000136,2025-06-25,ACCOUNTS,MURALYA-DAIRY,FINAL,507.60
P000137,2025-06-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1040.00
P000138,2025-06-25,ACCOUNTS,MURALYA-DAIRY,FINAL,2006.90
P000139,2025-06-25,ACCOUNTS,M.H TRADERS 9895683835,FINAL,22312.50
P000140,2025-06-25,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,968.00
P000141,2025-06-25,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,6131.00
P000142,2025-06-25,ACCOUNTS,A.ABDUL-SALAM,FINAL,3441.00
P000143,2025-06-25,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,82000.00
P000144,2025-06-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,382.00
P000145,2025-06-25,ACCOUNTS,MURALYA-DAIRY,FINAL,488.00
P000146,2025-06-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,791.00
P000147,2025-06-25,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,939.00
P000148,2025-06-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1467.00
P000149,2025-06-25,ACCOUNTS,MURALYA-DAIRY,FINAL,823.00
P000150,2025-06-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,352.00
P000151,2025-06-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,939.00
P000152,2025-06-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,689.00
P000153,2025-06-25,ACCOUNTS,MURALYA-DAIRY,FINAL,253.89
P000154,2025-06-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,795.00
P000155,2025-06-25,ACCOUNTS,MURALYA-DAIRY,FINAL,314.89
P000054,2025-06-25,CGN,RAHIM-ENTERPRISES,FINAL,17635.54
P000156,2025-06-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1895.00
P000158,2025-06-25,ACCOUNTS,MURALYA-DAIRY,FINAL,1732.06
P000159,2025-06-25,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,3240.00
P000160,2025-06-25,ACCOUNTS,BSP-PAPER-PRODUCTS,FINAL,11000.00
P000161,2025-06-25,ACCOUNTS,CALCUTTA TRADING CO 9447068888,FINAL,12800.00
P000055,2025-06-25,CGN,RAHIM-ENTERPRISES,FINAL,19127.19
P000162,2025-06-25,ACCOUNTS,E-P-JOSEPH--COMPANY,FINAL,51520.00
P000163,2025-06-25,ACCOUNTS,FORTUNE-COMMERCIAL-CO,FINAL,108099.90
P000164,2025-06-25,ACCOUNTS,COCHIN-BAKERS-AND-SPICES,FINAL,24395.40
P000165,2025-06-25,ACCOUNTS,HOTELIERS-CHOICE,FINAL,8765.88
P000166,2025-06-25,ACCOUNTS,NANDHUS-BHARAT-GAS,FINAL,53072.00
P000167,2025-06-25,ACCOUNTS,COCHIN-BAKERS-AND-SPICES,FINAL,39016.96
P000168,2025-06-25,ACCOUNTS,URBAN-STANISLAUS-AND-COMPANY,FINAL,56175.00
P000169,2025-06-25,ACCOUNTS,SKM EGG PRODUCTS EXPORT(INDIA) LIMITED 4242351532,FINAL,20790.00
P000056,2025-06-25,CGN,SNEHA-ENTERPRISES,FINAL,20928.85
P000171,2025-06-25,ACCOUNTS,COCHIN-BAKERS-AND-SPICES,FINAL,17666.59
P000057,2025-06-25,CGN,COMMERCIAL-COMBINES,FINAL,18024.45
P000172,2025-06-25,ACCOUNTS,TRINITY PLAS TECH 2021-2022,FINAL,22095.50
P000058,2025-06-25,CGN,COMMERCIAL-COMBINES,FINAL,24727.60
P000173,2025-06-25,ACCOUNTS,POPULAR INDUSTRIES 2351673000,FINAL,45450.00
P000175,2025-06-25,ACCOUNTS,ZAM-ZAM-TRADE-LINK,FINAL,9035.00
P000059,2025-06-25,CGN,VALIYAVEEDANS-AGENCIES,FINAL,14833.76
P000060,2025-06-25,CGN,VALIYAVEEDANS-AGENCIES,FINAL,16596.90
P000176,2025-06-25,ACCOUNTS,SUPER-TRADERS,FINAL,4903.81
P000177,2025-06-25,ACCOUNTS,VALAVI-AGENCIES,FINAL,15630.80
P000178,2025-06-25,ACCOUNTS,USHAS-ENTERPRISES,FINAL,25632.50
P000179,2025-06-25,ACCOUNTS,VINOD--CO,FINAL,6300.00
P000180,2025-06-25,ACCOUNTS,VINOD--CO,FINAL,6300.00
P000181,2025-06-25,ACCOUNTS,ZAM-ZAM-TRADE-LINK,FINAL,21763.00
P000182,2025-06-25,ACCOUNTS,SURABHI SUPER STOCKIST 9895683835,FINAL,50250.00
P000061,2025-06-25,CGN,KREEM FOODS (P) LTD,FINAL,10537.57
P000183,2025-06-25,ACCOUNTS,Q BAGS PVT LTD,FINAL,1760.64
P000062,2025-06-25,CGN,KREEM FOODS (P) LTD,FINAL,6180.00
P000185,2025-06-25,ACCOUNTS,P.K.V.-TRADERS,FINAL,8652.99
P000186,2025-06-25,ACCOUNTS,HOTELIERS-CHOICE,FINAL,3469.99
P000187,2025-06-25,ACCOUNTS,HOTELIERS-CHOICE,FINAL,8789.97
P000188,2025-06-25,ACCOUNTS,HOTELIERS-CHOICE,FINAL,26989.00
P000189,2025-06-25,ACCOUNTS,HOTELIERS-CHOICE,FINAL,27045.80
P000190,2025-06-25,ACCOUNTS,NALLA-FOODS,FINAL,31248.00
P000191,2025-06-25,ACCOUNTS,SUNRISE HAIWA 9946315232,FINAL,30900.00
P000192,2025-06-25,ACCOUNTS,SAGAR AGENCIES 9446377469,FINAL,14123.90
P000194,2025-06-26,ACCOUNTS,NKP-TRADES-IMPEX,FINAL,60574.96
P000195,2025-06-26,ACCOUNTS,SIBI-STORE,FINAL,111389.16
P000196,2025-06-26,ACCOUNTS,SUPER-TRADERS,FINAL,94063.96
P000197,2025-06-26,ACCOUNTS,BROTHERS-TRADING-COMPANY,FINAL,6287.00
P000198,2025-06-26,ACCOUNTS,STANES-BAKE-WORLD,FINAL,3765.00
P000199,2025-06-26,ACCOUNTS,Q BAGS PVT LTD,FINAL,4126.46
P000200,2025-06-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,609.00
P000201,2025-06-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,678.00
P000202,2025-06-26,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,720.00
P000203,2025-06-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,780.00
P000204,2025-06-26,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,620.00
P000205,2025-06-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1194.00
P000206,2025-06-26,ACCOUNTS,MURALYA-DAIRY,FINAL,1038.00
P000207,2025-06-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,465.00
P000208,2025-06-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1128.00
P000209,2025-06-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1495.00
P000210,2025-06-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,685.00
P000211,2025-06-26,ACCOUNTS,MURALYA-DAIRY,FINAL,376.00
P000213,2025-06-26,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P000063,2025-06-26,CGN,KREEM FOODS (P) LTD,FINAL,5246.62
P000214,2025-06-26,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1975.00
P000215,2025-06-26,ACCOUNTS,MURALYA-DAIRY,FINAL,1876.20
P000216,2025-06-26,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,4320.00
P000064,2025-06-26,CGN,KREEM FOODS (P) LTD,FINAL,675.00
P000217,2025-06-26,ACCOUNTS,M.H TRADERS 9895683835,FINAL,22990.00
P000218,2025-06-26,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,925.00
P000219,2025-06-26,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,6157.99
P000220,2025-06-26,ACCOUNTS,A.ABDUL-SALAM,FINAL,2735.01
P000221,2025-06-26,ACCOUNTS,KRISHNA COCONUT DEALER 9447989851,FINAL,14000.00
P000222,2025-06-26,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,72000.00
P000223,2025-06-26,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,6962.10
P000224,2025-06-26,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,8499.58
P000065,2025-06-26,CGN,SREE-SIVA-AGENCIES,FINAL,27337.68
P000066,2025-06-26,CGN,LEKSHMI-AGENCIES,FINAL,8782.91
P000225,2025-06-27,ACCOUNTS,MURALYA-DAIRY,FINAL,305.00
P000226,2025-06-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,552.00
P000227,2025-06-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,310.00
P000229,2025-06-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,682.00
P000230,2025-06-27,ACCOUNTS,MURALYA-DAIRY,FINAL,671.00
P000231,2025-06-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,501.00
P000232,2025-06-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,737.00
P000233,2025-06-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,707.00
P000234,2025-06-27,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P000235,2025-06-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,440.00
P000236,2025-06-27,ACCOUNTS,MURALYA-DAIRY,FINAL,315.00
P000237,2025-06-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,2070.00
P000238,2025-06-27,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,2520.00
P000239,2025-06-27,ACCOUNTS,MURALYA-DAIRY,FINAL,1814.00
P000240,2025-06-27,ACCOUNTS,M.H TRADERS 9895683835,FINAL,25433.00
P000241,2025-06-27,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,16834.00
P000242,2025-06-27,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,660.00
P000243,2025-06-27,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,6731.00
P000244,2025-06-27,ACCOUNTS,A.ABDUL-SALAM,FINAL,1925.00
P000245,2025-06-27,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,6900.10
P000246,2025-06-27,ACCOUNTS,MURALYA-DAIRY,FINAL,8436.57
P000247,2025-06-28,ACCOUNTS,MURALYA-DAIRY,FINAL,488.00
P000248,2025-06-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,752.00
P000249,2025-06-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,949.00
P000250,2025-06-28,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,545.00
P000251,2025-06-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1769.00
P000252,2025-06-28,ACCOUNTS,MURALYA-DAIRY,FINAL,823.00
P000067,2025-06-28,CGN,REEMS SODA PRODUCTS 9947520504,FINAL,4440.00
P000253,2025-06-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,669.00
P000254,2025-06-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,594.00
P000255,2025-06-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,635.00
P000256,2025-06-28,ACCOUNTS,MURALYA-DAIRY,FINAL,253.00
P000257,2025-06-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,205.00
P000258,2025-06-28,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,2489.99
P000259,2025-06-28,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,1440.00
P000260,2025-06-28,ACCOUNTS,MURALYA-DAIRY,FINAL,2372.00
P000261,2025-06-28,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,6409.99
P000262,2025-06-28,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,7940.02
P000263,2025-06-28,ACCOUNTS,A.ABDUL-SALAM,FINAL,11152.00
