voucher_number,voucher_date,branch_code,supplier,status,amount
P001175,2025-08-04,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1086.00
P001176,2025-08-04,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1297.00
P001177,2025-08-04,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,652.00
P001178,2025-08-04,ACCOUNTS,MURALYA-DAIRY,FINAL,183.33
P001179,2025-08-04,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,468.00
P001180,2025-08-04,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,610.71
P001181,2025-08-04,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,840.00
P000146,2025-08-04,CGN,ZAM-ZAM-TRADE-LINK,FINAL,6606.00
P001182,2025-08-04,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,720.00
P001183,2025-08-04,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1250.00
P001184,2025-08-04,ACCOUNTS,MURALYA-DAIRY,FINAL,1007.50
P001185,2025-08-04,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,476.19
P001186,2025-08-04,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,927.00
P001187,2025-08-04,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1109.00
P001188,2025-08-04,ACCOUNTS,MURALYA-DAIRY,FINAL,315.28
P001189,2025-08-04,ACCOUNTS,MURALYA-DAIRY,FINAL,2131.25
P001190,2025-08-04,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,600.00
P001191,2025-08-04,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,6374.99
P001192,2025-08-04,ACCOUNTS,A.ABDUL-SALAM,FINAL,2077.17
P001193,2025-08-04,ACCOUNTS,A.ABDUL-SALAM,FINAL,2370.00
P001194,2025-08-04,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,6652.02
P001195,2025-08-04,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7456.58
P001196,2025-08-04,ACCOUNTS,ABRAHAM AND SONS 8281344674,FINAL,9400.00
P001197,2025-08-06,ACCOUNTS,MURALYA-DAIRY,FINAL,488.33
P001198,2025-08-06,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1257.00
P001199,2025-08-06,ACCOUNTS,MURALYA-DAIRY,FINAL,1007.50
P001200,2025-08-06,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,874.00
P001201,2025-08-06,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,562.00
P001202,2025-08-06,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,420.00
P001203,2025-08-06,ACCOUNTS,M.H TRADERS 9895683835,FINAL,8205.00
P001204,2025-08-06,ACCOUNTS,M.H TRADERS 9895683835,FINAL,7293.00
P001205,2025-08-06,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,4747.99
P001206,2025-08-06,ACCOUNTS,A.ABDUL-SALAM,FINAL,4080.99
P001207,2025-08-06,ACCOUNTS,MURALYA-DAIRY,FINAL,488.00
P001208,2025-08-06,ACCOUNTS,MURALYA-DAIRY,FINAL,152.50
P001209,2025-08-06,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1328.00
P001210,2025-08-06,ACCOUNTS,MURALYA-DAIRY,FINAL,152.50
P001211,2025-08-06,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,416.00
P001212,2025-08-06,ACCOUNTS,MURALYA-DAIRY,FINAL,457.00
P001213,2025-08-06,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,460.00
P001214,2025-08-06,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,836.00
P001215,2025-08-06,ACCOUNTS,MURALYA-DAIRY,FINAL,314.89
P001216,2025-08-06,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,576.00
P001217,2025-08-06,ACCOUNTS,M.H TRADERS 9895683835,FINAL,6432.00
P001218,2025-08-06,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,12344.00
P001219,2025-08-06,ACCOUNTS,A.ABDUL-SALAM,FINAL,2700.00
P001220,2025-08-06,ACCOUNTS,A.ABDUL-SALAM,FINAL,10660.00
P001221,2025-08-06,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,14675.00
P000147,2025-08-06,CGN,SNEHA-ENTERPRISES,FINAL,25077.38
P001222,2025-08-06,ACCOUNTS,NANDHUS-BHARAT-GAS,FINAL,64800.00
P001223,2025-08-06,ACCOUNTS,MAMVILAYIL-MEDINEEDS,FINAL,6884.50
P001224,2025-08-06,ACCOUNTS,COCHIN-BAKERS-AND-SPICES,FINAL,1010.02
P001225,2025-08-06,ACCOUNTS,K R ASSOCIATES  9895683835,FINAL,59782.80
P001226,2025-08-06,ACCOUNTS,SURABHI OIL INDUSTRIES 8926555566,FINAL,57500.00
P001227,2025-08-06,ACCOUNTS,HOTELIERS-CHOICE,FINAL,14497.97
P001228,2025-08-06,ACCOUNTS,HOTELIERS-CHOICE,FINAL,8443.72
P000148,2025-08-06,CGN,V VENTURES 9074682810,FINAL,30969.00
P000149,2025-08-06,CGN,V VENTURES 9074682810,FINAL,31248.00
P000150,2025-08-07,CGN,KREEM FOODS (P) LTD,FINAL,13527.21
P000151,2025-08-07,CGN,COMMERCIAL-COMBINES,FINAL,31568.14
P001229,2025-08-07,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,316.00
P001230,2025-08-07,ACCOUNTS,MURALYA-DAIRY,FINAL,305.00
P001231,2025-08-07,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,785.00
P001232,2025-08-07,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,678.00
P001233,2025-08-07,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1329.00
P001234,2025-08-07,ACCOUNTS,MURALYA-DAIRY,FINAL,1160.00
P001235,2025-08-07,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1178.00
P001236,2025-08-07,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1159.00
P001237,2025-08-07,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,368.00
P001238,2025-08-07,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001239,2025-08-07,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001240,2025-08-07,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1700.00
P001241,2025-08-07,ACCOUNTS,MURALYA-DAIRY,FINAL,1815.22
P001242,2025-08-07,ACCOUNTS,M.H TRADERS 9895683835,FINAL,5610.00
P001243,2025-08-07,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,9275.00
P001244,2025-08-07,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,6574.02
P001245,2025-08-07,ACCOUNTS,A.ABDUL-SALAM,FINAL,2250.00
P001246,2025-08-07,ACCOUNTS,SAGAR AGENCIES 9446377469,FINAL,2544.20
P000152,2025-08-07,CGN,ZAM-ZAM-TRADE-LINK,FINAL,33240.83
P000153,2025-08-08,CGN,GREENZ,FINAL,23990.40
P001247,2025-08-08,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,358.00
P001248,2025-08-08,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,489.00
P001249,2025-08-08,ACCOUNTS,MURALYA-DAIRY,FINAL,366.00
P001250,2025-08-08,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,417.00
P001251,2025-08-08,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,497.00
P001252,2025-08-08,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,651.00
P001253,2025-08-08,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1102.50
P001254,2025-08-08,ACCOUNTS,MURALYA-DAIRY,FINAL,376.00
P001255,2025-08-08,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,254.00
P001256,2025-08-08,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1379.00
P001257,2025-08-08,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,1080.00
P001258,2025-08-08,ACCOUNTS,MURALYA-DAIRY,FINAL,1991.80
P001259,2025-08-08,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,8659.00
P001260,2025-08-08,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,540.00
P001261,2025-08-08,ACCOUNTS,M.H TRADERS 9895683835,FINAL,8956.00
P001262,2025-08-08,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,12782.00
P001263,2025-08-08,ACCOUNTS,A.ABDUL-SALAM,FINAL,3635.01
P001264,2025-08-08,ACCOUNTS,A.ABDUL-SALAM,FINAL,2281.00
P001265,2025-08-08,ACCOUNTS,KRISHNA COCONUT DEALER 9447989851,FINAL,14400.00
P001266,2025-08-09,ACCOUNTS,NANDHUS-BHARAT-GAS,FINAL,51840.00
P001267,2025-08-09,ACCOUNTS,STALLION-SYSTEMS--SOLUTIONS-PVT.-LTD.,FINAL,4012.00
P001268,2025-08-09,ACCOUNTS,HOTELIERS-CHOICE,FINAL,6813.75
P001269,2025-08-09,ACCOUNTS,HOTELIERS-CHOICE,FINAL,13494.00
P001270,2025-08-09,ACCOUNTS,HOTELIERS-CHOICE,FINAL,10999.97
P001271,2025-08-09,ACCOUNTS,FRESH-FOOD,FINAL,3825.00
P001272,2025-08-09,ACCOUNTS,NALLA-FOODS,FINAL,4872.00
P001273,2025-08-09,ACCOUNTS,USHAS-ENTERPRISES,FINAL,50077.78
P001274,2025-08-09,ACCOUNTS,COCHIN-BAKERS-AND-SPICES,FINAL,29065.60
P001275,2025-08-09,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,849.00
P001276,2025-08-09,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,288.00
P001277,2025-08-09,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,505.00
P001278,2025-08-09,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1688.00
P001279,2025-08-09,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,305.00
P001280,2025-08-09,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1375.00
P001281,2025-08-09,ACCOUNTS,MURALYA-DAIRY,FINAL,1007.20
P001282,2025-08-09,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001283,2025-08-09,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,837.94
P001284,2025-08-09,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001285,2025-08-09,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,257.00
P001286,2025-08-09,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1432.00
P001287,2025-08-09,ACCOUNTS,MURALYA-DAIRY,FINAL,2252.56
P001288,2025-08-09,ACCOUNTS,M.H TRADERS 9895683835,FINAL,17864.90
P001289,2025-08-09,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,5115.99
P001290,2025-08-09,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7626.10
P001291,2025-08-09,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7581.10
P001292,2025-08-09,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,8253.63
P001293,2025-08-09,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7219.05
P001294,2025-08-09,ACCOUNTS,VALIYAVEEDANS-AGENCIES,FINAL,46487.51
P001295,2025-08-09,ACCOUNTS,A.K-ENTERPRISES,FINAL,33600.00
P001296,2025-08-09,ACCOUNTS,VINOD--CO,FINAL,6352.00
P001297,2025-08-09,ACCOUNTS,VINOD--CO,FINAL,19855.00
P001298,2025-08-09,ACCOUNTS,SKM EGG PRODUCTS EXPORT(INDIA) LIMITED 4242351532,FINAL,16331.70
P001299,2025-08-09,ACCOUNTS,SUPER-TRADERS,FINAL,182805.00
P001300,2025-08-09,ACCOUNTS,SHREE-MAHAVEER-TRADERS,FINAL,15900.00
P001301,2025-08-09,ACCOUNTS,VINOD--CO,FINAL,6600.00
P001302,2025-08-09,ACCOUNTS,CALCUTTA TRADING CO 9447068888,FINAL,9480.00
P001303,2025-08-09,ACCOUNTS,VALAVI-AGENCIES,FINAL,12058.10
P001304,2025-08-09,ACCOUNTS,E-P-JOSEPH--COMPANY,FINAL,75500.00
P000154,2025-08-09,CGN,SACHINA-AGENCIES,FINAL,18604.90
P001305,2025-08-09,ACCOUNTS,P.M.TRADING-COMPANY,FINAL,42000.00
P001306,2025-08-09,ACCOUNTS,NKP-TRADES-IMPEX,FINAL,108015.97
P001307,2025-08-09,ACCOUNTS,FORTUNE-COMMERCIAL-CO,FINAL,129500.10
P001308,2025-08-09,ACCOUNTS,P.K.V.-TRADERS,FINAL,17780.00
P001309,2025-08-09,ACCOUNTS,SIBI-STORE,FINAL,109480.93
P001310,2025-08-09,ACCOUNTS,COCHIN-BAKERS-AND-SPICES,FINAL,36394.00
P000155,2025-08-09,CGN,SREE-SIVA-AGENCIES,FINAL,23605.93
P001311,2025-08-11,ACCOUNTS,MALLIGHA-ASAFOETIDA-COMPANY,FINAL,13193.25
P001312,2025-08-11,ACCOUNTS,SIBI-STORE,FINAL,91903.50
P001313,2025-08-11,ACCOUNTS,M.H TRADERS 9895683835,FINAL,12809.90
P001314,2025-08-11,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,3984.00
P001315,2025-08-11,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,4784.01
P001316,2025-08-11,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,9298.06
P001317,2025-08-11,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,6405.05
P001318,2025-08-11,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,8601.58
P001320,2025-08-11,ACCOUNTS,M.H TRADERS 9895683835,FINAL,11986.00
P001321,2025-08-11,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,836.00
P001322,2025-08-11,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,6445.99
P001323,2025-08-11,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,2063.00
P001324,2025-08-11,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,37008.00
P001325,2025-08-11,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,4936.58
P001326,2025-08-11,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,3869.00
P001327,2025-08-11,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,385.00
P001328,2025-08-11,ACCOUNTS,MURALYA-DAIRY,FINAL,488.13
P001329,2025-08-11,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1197.00
P001330,2025-08-11,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1385.00
P001331,2025-08-11,ACCOUNTS,MURALYA-DAIRY,FINAL,1159.60
P001332,2025-08-11,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,699.00
P001333,2025-08-11,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1365.00
P001334,2025-08-11,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001335,2025-08-11,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,555.00
P001336,2025-08-11,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001337,2025-08-11,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1630.00
P001338,2025-08-11,ACCOUNTS,M.H TRADERS 9895683835,FINAL,6222.00
P001339,2025-08-11,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,16649.00
P001340,2025-08-11,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,15554.00
P001341,2025-08-11,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,1947.00
P000156,2025-08-11,CGN,K.V.J.-ENTERPRISES,FINAL,33732.77
P001342,2025-08-12,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,3364.00
P001343,2025-08-12,ACCOUNTS,M.H TRADERS 9895683835,FINAL,18725.00
P001344,2025-08-12,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,4400.00
P001345,2025-08-12,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,21709.90
P001346,2025-08-12,ACCOUNTS,KRISHNA COCONUT DEALER 9447989851,FINAL,9900.00
P001347,2025-08-12,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,9128.58
P001348,2025-08-12,ACCOUNTS,VINOD--CO,FINAL,20370.00
P001349,2025-08-12,ACCOUNTS,VINOD--CO,FINAL,13760.00
P001350,2025-08-12,ACCOUNTS,ZAM-ZAM-TRADE-LINK,FINAL,4896.00
P001351,2025-08-12,ACCOUNTS,VALIYAVEEDANS-AGENCIES,FINAL,40937.51
P001352,2025-08-12,ACCOUNTS,COCHIN-BAKERS-AND-SPICES,FINAL,23879.61
P001353,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,447.00
P001354,2025-08-12,ACCOUNTS,MURALYA-DAIRY,FINAL,488.13
P001355,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,577.00
P001356,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1504.00
P001357,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1572.00
P001358,2025-08-12,ACCOUNTS,MURALYA-DAIRY,FINAL,1007.20
P001359,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,465.00
P001360,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,697.00
P001361,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,370.00
P001362,2025-08-12,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001363,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,290.00
P001364,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,2112.00
P001365,2025-08-12,ACCOUNTS,MURALYA-DAIRY,FINAL,2257.33
P001366,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,660.00
P001367,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,644.00
P001368,2025-08-12,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,580.00
P001369,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1098.00
P001370,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1248.00
P001371,2025-08-12,ACCOUNTS,MURALYA-DAIRY,FINAL,519.07
P001372,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1222.00
P001373,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,849.00
P001374,2025-08-12,ACCOUNTS,MURALYA-DAIRY,FINAL,376.22
P001375,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,710.00
P001376,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,205.00
P001377,2025-08-12,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,2404.99
P000157,2025-08-12,CGN,VALIYAVEEDANS-AGENCIES,FINAL,8209.78
P000158,2025-08-12,CGN,CHITRA-AGENCIES,FINAL,16996.86
P001378,2025-08-13,ACCOUNTS,SHREE-MAHAVEER-TRADERS,FINAL,11925.00
P001379,2025-08-13,ACCOUNTS,CALCUTTA TRADING CO 9447068888,FINAL,6360.00
P001380,2025-08-13,ACCOUNTS,E-P-JOSEPH--COMPANY,FINAL,83329.98
P001381,2025-08-13,ACCOUNTS,VALAVI-AGENCIES,FINAL,13628.20
P001382,2025-08-13,ACCOUNTS,FORTUNE-COMMERCIAL-CO,FINAL,151500.20
P001383,2025-08-13,ACCOUNTS,KUTTIYILS-TRADES--AGENCIES,FINAL,8820.00
P001384,2025-08-13,ACCOUNTS,NKP-TRADES-IMPEX,FINAL,152775.97
P001385,2025-08-13,ACCOUNTS,M.H TRADERS 9895683835,FINAL,12874.00
P001386,2025-08-13,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,894.00
P001387,2025-08-13,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,4688.99
P001388,2025-08-13,ACCOUNTS,A.ABDUL-SALAM,FINAL,1960.85
P001389,2025-08-13,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,28000.00
P001390,2025-08-13,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7118.10
P001391,2025-08-13,ACCOUNTS,NANDHUS-BHARAT-GAS,FINAL,59940.00
P001392,2025-08-13,ACCOUNTS,SKM EGG PRODUCTS EXPORT(INDIA) LIMITED 4242351532,FINAL,18018.00
P001393,2025-08-13,ACCOUNTS,K R ASSOCIATES  9895683835,FINAL,51875.80
P001394,2025-08-13,ACCOUNTS,HOTELIERS-CHOICE,FINAL,19299.98
P001395,2025-08-13,ACCOUNTS,HOTELIERS-CHOICE,FINAL,16193.00
P001396,2025-08-13,ACCOUNTS,SUPER-TRADERS,FINAL,120251.68
P001397,2025-08-13,ACCOUNTS,313 STAR TRADE LINK,FINAL,16170.00
P001398,2025-08-13,ACCOUNTS,313 STAR TRADE LINK,FINAL,32346.00
P000159,2025-08-13,CGN,VALIYAVEEDANS-AGENCIES,FINAL,12397.11
P000160,2025-08-13,CGN,VALIYAVEEDANS-AGENCIES,FINAL,18790.18
P000161,2025-08-13,CGN,KREEM FOODS (P) LTD,FINAL,7387.50
P000162,2025-08-13,CGN,SNEHA-ENTERPRISES,FINAL,2942.51
P000163,2025-08-13,CGN,SNEHA-ENTERPRISES,FINAL,12641.69
P000164,2025-08-13,CGN,SNEHA-ENTERPRISES,FINAL,6593.18
P000165,2025-08-13,CGN,SNEHA-ENTERPRISES,FINAL,9163.00
P000166,2025-08-13,CGN,A.K.M ENTERPRISES 9249773639,FINAL,17289.03
P001399,2025-08-14,ACCOUNTS,M.H TRADERS 9895683835,FINAL,12588.10
P001400,2025-08-14,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,710.00
P001401,2025-08-14,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,5245.00
P001402,2025-08-14,ACCOUNTS,A.ABDUL-SALAM,FINAL,3336.01
P001404,2025-08-14,ACCOUNTS,ARUNODAYA-PACKAGINGS,FINAL,9062.01
P001405,2025-08-14,ACCOUNTS,SIBI-STORE,FINAL,111573.15
P000167,2025-08-14,CGN,COMMERCIAL-COMBINES,FINAL,51464.47
P000168,2025-08-14,CGN,MOOLAYIL TRADE LINKS,FINAL,16881.90
P001406,2025-08-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,555.00
P001407,2025-08-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,660.00
P001408,2025-08-14,ACCOUNTS,MURALYA-DAIRY,FINAL,1159.60
P001409,2025-08-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1054.00
P001410,2025-08-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,861.00
P001411,2025-08-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1115.00
P001412,2025-08-14,ACCOUNTS,MURALYA-DAIRY,FINAL,630.22
P001413,2025-08-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,2170.00
P001414,2025-08-14,ACCOUNTS,MURALYA-DAIRY,FINAL,488.13
P001415,2025-08-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,460.00
P001416,2025-08-14,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,375.00
P001417,2025-08-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,568.00
P001418,2025-08-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1939.00
P001419,2025-08-14,ACCOUNTS,MURALYA-DAIRY,FINAL,823.87
P001420,2025-08-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,565.00
P001421,2025-08-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1270.00
P001422,2025-08-14,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001423,2025-08-14,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001424,2025-08-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,304.00
P001425,2025-08-14,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1945.01
P001426,2025-08-14,ACCOUNTS,R S IMPORTS,FINAL,10936.00
P001427,2025-08-14,ACCOUNTS,ABRAHAM AND SONS 8281344674,FINAL,9200.00
P001428,2025-08-15,ACCOUNTS,M.H TRADERS 9895683835,FINAL,8859.00
P001429,2025-08-15,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,14985.00
P001430,2025-08-15,ACCOUNTS,KRISHNA COCONUT DEALER 9447989851,FINAL,9900.00
P001431,2025-08-15,ACCOUNTS,A.ABDUL-SALAM,FINAL,2372.00
P001432,2025-08-15,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,31005.00
P001433,2025-08-15,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,6842.58
P001434,2025-08-15,ACCOUNTS,SURABHI OIL INDUSTRIES 8926555566,FINAL,51251.00
P001435,2025-08-15,ACCOUNTS,NALLA-FOODS,FINAL,20949.60
P001436,2025-08-15,ACCOUNTS,A.S.K-ENTERPRISES,FINAL,16800.00
P001437,2025-08-15,ACCOUNTS,USHAS-ENTERPRISES,FINAL,15265.59
P001438,2025-08-15,ACCOUNTS,313 STAR TRADE LINK,FINAL,11095.20
P001439,2025-08-15,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,247.00
P001440,2025-08-15,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,642.00
P001441,2025-08-15,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,530.00
P001442,2025-08-15,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,720.00
P001443,2025-08-15,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1563.00
P001444,2025-08-15,ACCOUNTS,MURALYA-DAIRY,FINAL,457.00
P001446,2025-08-15,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,650.00
P001447,2025-08-15,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1407.00
P001448,2025-08-15,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,749.00
P001449,2025-08-15,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,669.00
P001450,2025-08-15,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1547.00
P001451,2025-08-15,ACCOUNTS,MURALYA-DAIRY,FINAL,2002.77
P001452,2025-08-15,ACCOUNTS,MURALYA-DAIRY,FINAL,4644.43
P000169,2025-08-15,CGN,MIKKU--DISTRIBUTIONS,FINAL,10381.60
P000170,2025-08-15,CGN,LEKSHMI-AGENCIES,FINAL,9224.76
P000171,2025-08-15,CGN,TRAVANCORE-MARKETING-SYNDICATE,FINAL,6875.00
P000172,2025-08-16,CGN,KREEM FOODS (P) LTD,FINAL,4484.98
P000173,2025-08-16,CGN,KREEM FOODS (P) LTD,FINAL,6113.62
P001453,2025-08-16,ACCOUNTS,M.H TRADERS 9895683835,FINAL,8585.00
P001454,2025-08-16,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,22186.00
P001455,2025-08-16,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,2180.00
P001456,2025-08-16,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,5301.00
P001457,2025-08-16,ACCOUNTS,A.ABDUL-SALAM,FINAL,1875.00
P001458,2025-08-16,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,8523.58
